State Name,City Name,Year,Month,datetime,latitude,longitude,Road Type,Road Condition,Lighting Conditions,Weather Conditions,Traffic Control Presence,Driver Age,Driver Gender,driver_experience,Driver License Status,driver_speed_habit(km/h),Alcohol Involvement,Vehicle Type Involved,vehicle_condition,Accident Severity,hour,day_of_week,is_weekend,is_rush_hour,weather_score,road_type_score,road_cond_score,age_score,license_score,alcohol_flag,experience_score,vehicle_condition_score,driver_speed_score,State Name_enc,City Name_enc,Accident Severity_enc,Vehicle Type Involved_enc,Lighting Conditions_enc,Traffic Control Presence_enc,target
Haryana,Central City-19,2021,June,2021-04-10 21:16:00,27.7014671,77.50071159,National Highway,Wet,Dusk,Hazy,Signs,32,Female,10 months,Valid,74,Yes,Two-Wheeler,average,Minor,21,5,1,0,2,5,3,3,1.0,1,4,3,3,9,531,1,6,3,2,0
Madhya Pradesh,Ratlam,2019,May,2019-10-13 00:07:00,26.31862539,76.90181908,State Highway,Wet,Dawn,Stormy,Police Checkpost,77,Female,7 months,Valid,61,Yes,Pedestrian,average,Minor,0,6,1,0,5,4,3,5,1.0,1,4,3,3,15,3367,1,4,1,0,0
Karnataka,Belagavi-11,2020,August,2020-08-26 07:07:00,23.0297009,78.9869437,State Highway,Damaged,Daylight,Stormy,Signs,44,Female,8 yr,Valid,39,Yes,Truck,medium,Minor,7,2,0,1,5,4,4,3,1.0,1,1,3,1,13,372,1,5,2,2,0
Andhra Pradesh,Hyderabad,2022,December,2022-04-28 23:20:00,14.60110881,78.60690663,Village Road,Wet,Daylight,Foggy,Police Checkpost,74,Female,9 months,Expired,108,Yes,Two-Wheeler,average,Minor,23,3,0,0,4,2,3,1,2.0,1,4,3,5,0,1484,1,6,2,0,0
Madhya Pradesh,Ujjain,2020,March,2020-03-30 05:37:00,23.7613189,78.55722403,State Highway,Dry,Dusk,Hazy,Signs,33,Female,4 yr,Valid,107,No,Two-Wheeler,good,Minor,5,0,0,0,2,4,1,3,1.0,0,2,1,5,15,3928,1,6,3,2,0
Gujarat,Rajkot,2019,July,2019-08-27 09:55:00,21.15376982,69.71378246,State Highway,Dry,Dawn,Stormy,Police Checkpost,43,Female,13 yr,Valid,51,No,Two-Wheeler,bad,Minor,9,1,0,1,5,4,1,3,1.0,0,1,5,2,8,3230,1,6,1,0,0
Rajasthan,Jodhpur,2018,February,2018-09-25 00:04:00,35.83777101,72.74424479,State Highway,Wet,Daylight,Rainy,Signals,52,Female,3 yr,Valid,148,No,Two-Wheeler,bad,Serious,0,1,0,0,4,4,3,2,1.0,0,2,5,5,24,1847,2,6,2,1,1
Haryana,East Town-33,2022,January,2022-11-06 22:54:00,29.87384728,77.01650312,Urban Road,Under Construction,Dusk,Clear,Police Checkpost,58,Female,25 yr,Valid,36,Yes,Truck,bad,Minor,22,6,1,0,1,3,5,2,1.0,1,1,5,1,9,1192,1,5,3,0,0
Uttarakhand,West Town-25,2023,August,2023-03-19 00:46:00,12.72051353,88.70171736,State Highway,Dry,Dusk,Stormy,Signs,58,Female,26 yr,Valid,81,Yes,Two-Wheeler,medium,Fatal,0,6,1,0,5,4,1,2,1.0,1,1,3,4,30,4190,0,6,3,2,2
Rajasthan,Bikaner,2021,May,2021-06-20 13:12:00,29.87869659,76.40007337,Urban Road,Dry,Dusk,Stormy,Police Checkpost,63,Female,22 yr,Expired,27,Yes,Cycle,average,Fatal,13,6,1,0,5,3,1,2,2.0,1,1,3,1,24,487,0,3,3,0,2
Jharkhand,New City-42,2022,January,2022-11-13 20:22:00,22.48030336,90.6042748,State Highway,Wet,Dusk,Rainy,Signs,33,Male,1 months,No license,86,No,Bus,medium,Minor,20,6,1,0,4,4,3,3,3.0,0,5,3,4,12,2468,1,1,3,2,0
Madhya Pradesh,Jabalpur-17,2020,March,2020-03-02 05:26:00,23.04768337,79.0159723,Urban Road,Damaged,Dusk,Stormy,Signals,23,Female,9 yr,Valid,54,No,Auto-Rickshaw,good,Fatal,5,0,0,0,5,3,4,3,1.0,0,1,1,2,15,1767,0,0,3,1,2
Karnataka,Mangalore,2020,August,2020-07-27 01:32:00,16.97562136,78.09673073,State Highway,Dry,Daylight,Hazy,Signals,44,Male,11 months,No license,124,No,Truck,medium,Fatal,1,0,0,0,2,4,1,3,3.0,0,4,3,5,13,2238,0,5,2,1,2
Gujarat,Bharuch,2021,January,2021-02-21 09:22:00,23.51784247,74.09198968,Urban Road,Dry,Dark,Clear,Signs,50,Male,5 yr,Valid,96,No,Two-Wheeler,medium,Minor,9,6,1,1,1,3,1,2,1.0,0,1,3,4,8,445,1,6,0,2,0
Telangana,Karimnagar,2022,November,2022-05-01 21:01:00,18.62290136,80.55374682,State Highway,Wet,Dusk,Rainy,Signals,35,Male,5 months,Valid,149,Yes,Bus,poor,Serious,21,6,1,0,4,4,3,3,1.0,1,5,5,5,27,1917,2,1,3,1,1
Sikkim,New Town-16,2018,November,2018-03-28 10:09:00,22.74059717,79.63276871,Village Road,Under Construction,Dawn,Hazy,Signals,33,Female,20 yr,Valid,101,Yes,Bus,poor,Minor,10,2,0,0,2,2,5,3,1.0,1,1,5,5,25,2624,1,1,1,1,0
Chhattisgarh,Bilaspur-13,2021,February,2021-02-12 09:52:00,21.26929469,81.8898661,National Highway,Wet,Dark,Rainy,Signs,69,Female,5 yr,Expired,31,No,Cycle,good,Fatal,9,4,0,1,4,5,3,1,2.0,0,1,1,1,5,502,0,3,0,2,2
Uttar Pradesh,East Port-13,2020,June,2020-02-02 08:01:00,34.78571053,95.28989764,Urban Road,Dry,Dawn,Foggy,Police Checkpost,26,Male,13 yr,Valid,101,No,Auto-Rickshaw,bad,Minor,8,6,1,1,4,3,1,3,1.0,0,1,5,5,29,1120,1,0,1,0,0
Himachal Pradesh,South District-23,2023,March,2023-01-08 11:41:00,30.33554327,91.03702938,Urban Road,Dry,Dark,Clear,Signs,40,Female,11 months,Valid,86,Yes,Truck,poor,Fatal,11,6,1,0,1,3,1,3,1.0,1,4,5,4,10,3620,0,5,0,2,2
Karnataka,West District-46,2023,January,2023-12-30 07:41:00,18.17600818,77.65108624,Village Road,Dry,Dawn,Hazy,Signs,26,Male,5 yr,No license,34,Yes,Bus,bad,Minor,7,5,1,1,2,2,1,3,3.0,1,1,5,1,13,4115,1,1,1,2,0
Telangana,Hyderabad,2020,June,2020-01-19 19:59:00,18.48664393,80.3036425,National Highway,Dry,Dusk,Clear,Police Checkpost,40,Male,11 yr,Expired,117,No,Bus,average,Minor,19,6,1,1,1,5,1,3,2.0,0,1,3,5,27,1484,1,1,3,0,0
Rajasthan,Bikaner,2021,May,2021-09-28 02:34:00,31.41575158,73.86797566,State Highway,Dry,Dark,Hazy,Signs,27,Female,29 yr,Expired,144,No,Cycle,bad,Fatal,2,1,0,0,2,4,1,3,2.0,0,1,5,5,24,487,0,3,0,2,2
Gujarat,East District-21,2021,December,2021-07-21 21:20:00,20.46008653,72.74321657,State Highway,Under Construction,Dusk,Foggy,Signals,64,Female,1 months,Expired,118,Yes,Cycle,bad,Serious,21,2,0,0,4,4,5,2,2.0,1,5,5,5,8,1079,2,3,3,1,1
Nagaland,North City-45,2019,November,2019-10-14 19:02:00,31.93869852,89.66529732,Urban Road,Dry,Dusk,Stormy,Police Checkpost,26,Female,4 yr,No license,143,Yes,Two-Wheeler,good,Serious,19,0,0,1,5,3,1,3,3.0,1,2,1,5,20,2737,2,6,3,0,1
Karnataka,Hubli,2020,April,2020-07-22 08:42:00,12.49859052,78.53920876,State Highway,Dry,Dusk,Stormy,Signs,45,Female,9 yr,Valid,33,Yes,Truck,medium,Minor,8,2,0,1,5,4,1,2,1.0,1,1,3,1,13,1483,1,5,3,2,0
Rajasthan,Bikaner-6,2019,March,2019-03-10 15:53:00,27.00417693,74.17729302,Village Road,Dry,Dawn,Hazy,Signals,24,Male,3 months,Valid,28,No,Cycle,average,Minor,15,6,1,0,2,2,1,3,1.0,0,5,3,1,24,494,1,3,1,1,0
Maharashtra,Aurangabad,2018,May,2018-07-25 20:46:00,17.6292851,73.95810538,National Highway,Dry,Dusk,Clear,Signs,50,Female,9 months,Valid,92,Yes,Cycle,average,Minor,20,2,0,0,1,5,1,2,1.0,1,4,3,4,16,322,1,3,3,2,0
Uttar Pradesh,Prayagraj-8,2021,December,2021-12-15 14:14:00,26.86947729,80.95863452,National Highway,Wet,Dusk,Stormy,Signals,57,Female,11 yr,Expired,124,No,Two-Wheeler,medium,Minor,14,2,0,0,5,5,3,2,2.0,0,1,3,5,29,3083,1,6,3,1,0
Chandigarh,Central Port-45,2019,November,2019-10-13 02:31:00,9.06046441,91.13786519,State Highway,Dry,Daylight,Hazy,Signals,57,Female,3 months,Valid,18,Yes,Car,poor,Fatal,2,6,1,0,2,4,1,2,1.0,1,5,5,1,4,659,0,2,2,1,2
Jammu and Kashmir,Baramulla-16,2022,July,2022-07-11 04:35:00,33.79699664,76.57473741,State Highway,Damaged,Dusk,Hazy,Signals,50,Male,2 months,Expired,121,Yes,Bus,bad,Fatal,4,0,0,0,2,4,4,2,2.0,1,5,5,5,11,341,0,1,3,1,2
Delhi,New Delhi-36,2023,January,2023-01-15 05:29:00,23.00409343,78.97540979,Urban Road,Damaged,Daylight,Foggy,Signals,44,Female,7 yr,Valid,111,Yes,Truck,good,Serious,5,6,1,0,4,3,4,3,1.0,1,1,1,5,6,2511,2,5,2,1,1
Mizoram,East Town-47,2022,October,2022-10-13 20:51:00,21.32613927,74.66815072,National Highway,Wet,Dawn,Rainy,Police Checkpost,58,Female,6 months,Valid,57,No,Two-Wheeler,good,Minor,20,3,0,0,4,5,3,2,1.0,0,4,1,2,19,1207,1,6,1,0,0
Haryana,South City-41,2021,May,2021-10-19 14:23:00,28.07740582,76.66470982,Village Road,Wet,Dawn,Hazy,Signs,38,Male,4 yr,Valid,78,No,Bus,average,Minor,14,1,0,0,2,2,3,3,1.0,0,2,3,3,9,3590,1,1,1,2,0
Chhattisgarh,Rajnandgaon-2,2018,October,2018-10-27 10:18:00,21.32818859,81.87808756,Urban Road,Wet,Daylight,Clear,Police Checkpost,49,Female,3 yr,Expired,128,No,Bus,average,Minor,10,5,1,0,1,3,3,2,2.0,0,2,3,5,5,3261,1,1,2,0,0
West Bengal,Durgapur-7,2018,September,2018-09-24 18:23:00,23.00739405,79.01424537,State Highway,Dry,Dark,Rainy,Signals,49,Male,13 yr,Valid,54,Yes,Auto-Rickshaw,average,Serious,18,0,0,1,4,4,1,2,1.0,1,1,3,2,31,977,2,0,0,1,1
Uttarakhand,Haridwar-14,2020,January,2020-01-07 05:14:00,23.00638123,78.97633292,Village Road,Dry,Daylight,Hazy,Signs,19,Female,6 yr,Valid,134,No,Pedestrian,poor,Minor,5,1,0,0,2,2,1,4,1.0,0,1,5,5,30,1424,1,4,2,2,0
Rajasthan,Jaipur,2020,January,2020-08-21 00:04:00,36.13929036,74.05176577,Village Road,Damaged,Dark,Hazy,Police Checkpost,67,Female,19 yr,No license,23,Yes,Bus,good,Serious,0,4,0,0,2,2,4,1,3.0,1,1,1,1,24,1776,2,1,0,0,1
Andhra Pradesh,Eluru,2023,May,2023-10-26 15:03:00,17.05615849,78.30901273,State Highway,Wet,Dawn,Hazy,Signals,71,Male,24 yr,Valid,143,Yes,Truck,poor,Serious,15,3,0,0,2,4,3,1,1.0,1,1,5,5,0,1216,2,5,1,1,1
Delhi,East Town-5,2021,February,2021-01-19 02:50:00,21.95082187,85.90307681,Village Road,Damaged,Dusk,Rainy,Signals,72,Female,11 yr,Valid,144,Yes,Auto-Rickshaw,bad,Fatal,2,1,0,0,4,2,4,1,1.0,1,1,5,5,6,1210,0,0,3,1,2
Meghalaya,Nongpoh-16,2021,January,2021-01-26 17:04:00,25.48953708,91.39593562,National Highway,Under Construction,Daylight,Rainy,Police Checkpost,41,Male,5 yr,Valid,46,No,Truck,good,Minor,17,1,0,1,4,5,5,3,1.0,0,1,1,2,18,2683,1,5,2,0,0
West Bengal,West Town-11,2023,September,2023-05-19 16:13:00,15.16354964,90.41536026,National Highway,Under Construction,Dark,Foggy,Signals,25,Male,22 yr,Valid,62,No,Cycle,medium,Minor,16,4,0,0,4,5,5,3,1.0,0,1,3,3,31,4176,1,3,0,1,0
Maharashtra,Pune,2021,October,2021-11-08 04:13:00,18.3906384,74.20524276,Urban Road,Dry,Dusk,Hazy,Signals,29,Female,1 yr,Valid,27,No,Cycle,poor,Serious,4,0,0,0,2,3,1,3,1.0,0,3,5,1,16,3183,2,3,3,1,1
Haryana,New Town-27,2023,November,2023-01-09 07:25:00,27.31894149,77.43293928,Urban Road,Wet,Daylight,Rainy,Signs,20,Male,16 yr,Expired,47,Yes,Cycle,poor,Minor,7,0,0,1,4,3,3,4,2.0,1,1,5,2,9,2636,1,3,2,2,0
Gujarat,Ahmedabad,2018,August,2018-01-28 03:51:00,20.6647574,68.45753017,National Highway,Wet,Daylight,Rainy,Signals,73,Female,7 yr,Valid,138,No,Car,good,Minor,3,6,1,0,4,5,3,1,1.0,0,1,1,5,8,86,1,2,2,1,0
Gujarat,Central Port-4,2020,July,2020-08-03 16:02:00,21.16286386,73.507789,National Highway,Wet,Dawn,Hazy,Signs,32,Male,2 months,Valid,53,No,Auto-Rickshaw,bad,Minor,16,0,0,0,2,5,3,3,1.0,0,5,5,2,8,653,1,0,1,2,0
Rajasthan,Jaipur-9,2018,August,2018-08-01 12:17:00,27.02140094,74.22989432,National Highway,Dry,Dawn,Foggy,Signs,49,Male,6 yr,Valid,56,No,Pedestrian,good,Minor,12,2,0,0,4,5,1,2,1.0,0,1,1,2,24,1787,1,4,1,2,0
Madhya Pradesh,Sagar,2018,February,2018-08-09 06:01:00,26.16872449,78.46002984,National Highway,Under Construction,Daylight,Foggy,Signs,27,Female,6 months,Valid,44,Yes,Bus,good,Serious,6,3,0,0,4,5,5,3,1.0,1,4,1,2,15,3454,2,1,2,2,1
Bihar,Darbhanga-5,2018,September,2018-09-03 06:23:00,22.99489966,78.98549668,National Highway,Under Construction,Daylight,Stormy,Signals,65,Female,2 months,Valid,69,Yes,Bus,poor,Fatal,6,0,0,0,5,5,5,1,1.0,1,5,5,3,3,863,0,1,2,1,2
Andhra Pradesh,Central City-46,2022,February,2022-02-03 07:58:00,16.23804658,80.0037692,National Highway,Dry,Dark,Hazy,Signs,33,Female,13 yr,No license,99,Yes,Pedestrian,average,Minor,7,3,0,1,2,5,1,3,3.0,1,1,3,4,0,561,1,4,0,2,0
Bihar,Patna-4,2020,January,2020-01-14 05:22:00,22.98027246,78.98271077,Urban Road,Under Construction,Daylight,Clear,Signs,70,Male,5 yr,Expired,61,No,Bus,medium,Fatal,5,1,0,0,1,3,5,1,2.0,0,1,3,3,3,3059,0,1,2,2,2
Haryana,Karnal,2022,June,2022-05-09 16:09:00,29.05887906,76.60120717,National Highway,Dry,Dawn,Stormy,Signals,20,Female,1 yr,Valid,17,Yes,Bus,medium,Serious,16,0,0,0,5,5,1,4,1.0,1,3,3,1,9,1918,2,1,1,1,1
Mizoram,Aizawl-29,2023,February,2023-02-15 16:59:00,22.95342904,78.9941596,Urban Road,Damaged,Dusk,Foggy,Police Checkpost,60,Female,12 yr,Valid,116,Yes,Bus,medium,Fatal,16,2,0,0,4,3,4,2,1.0,1,1,3,5,19,127,0,1,3,0,2
Goa,North Port-27,2023,December,2023-02-16 12:37:00,24.94481613,81.37607161,Village Road,Dry,Daylight,Clear,Police Checkpost,73,Female,4 months,Expired,140,No,Car,poor,Minor,12,3,0,0,1,2,1,1,2.0,0,5,5,5,7,2817,1,2,2,0,0
Rajasthan,Ajmer,2018,October,2018-03-29 16:28:00,31.90543358,77.2901975,National Highway,Wet,Dark,Foggy,Signs,80,Female,13 yr,Valid,105,No,Two-Wheeler,medium,Serious,16,3,0,0,4,5,3,5,1.0,0,1,3,5,24,201,2,6,0,2,1
Delhi,West Port-39,2022,February,2022-08-25 03:46:00,33.73583146,89.02569146,National Highway,Dry,Dark,Rainy,Police Checkpost,40,Male,22 yr,Valid,35,Yes,Two-Wheeler,medium,Minor,3,3,0,0,4,5,1,3,1.0,1,1,3,1,6,4157,1,6,0,0,0
Haryana,Hisar,2021,September,2021-07-25 06:14:00,28.45191378,76.93024094,National Highway,Dry,Dusk,Hazy,Signals,64,Male,6 months,Valid,120,Yes,Cycle,bad,Minor,6,6,1,0,2,5,1,2,1.0,1,4,5,5,9,1447,1,3,3,1,0
Jharkhand,West Port-30,2022,December,2022-05-13 14:06:00,30.58359847,76.03668005,National Highway,Dry,Dark,Hazy,Signals,25,Male,21 yr,Valid,132,Yes,Bus,bad,Minor,14,4,0,0,2,5,1,3,1.0,1,1,5,5,12,4148,1,1,0,1,0
Gujarat,Junagadh,2021,August,2021-03-15 12:48:00,22.2446581,70.62818684,State Highway,Damaged,Dusk,Foggy,Police Checkpost,59,Female,6 yr,Valid,60,No,Truck,poor,Fatal,12,0,0,0,4,4,4,2,1.0,0,1,5,2,8,1904,0,5,3,0,2
Tamil Nadu,Coimbatore,2022,July,2022-12-13 18:16:00,12.71082228,79.70459506,National Highway,Dry,Dusk,Foggy,Police Checkpost,65,Male,1 months,Valid,132,Yes,Cycle,average,Serious,18,1,0,1,4,5,1,1,1.0,1,5,3,5,26,817,2,3,3,0,1
Uttar Pradesh,Prayagraj-9,2022,September,2022-09-08 20:23:00,26.85404418,80.92273526,State Highway,Damaged,Dawn,Rainy,Signals,29,Female,11 yr,Expired,14,Yes,Two-Wheeler,bad,Minor,20,3,0,0,4,4,4,3,2.0,1,1,5,1,29,3084,1,6,1,1,0
Rajasthan,Jodhpur,2023,April,2023-12-22 18:10:00,34.8622989,74.0893567,Urban Road,Dry,Daylight,Stormy,Police Checkpost,56,Female,10 yr,Valid,86,Yes,Two-Wheeler,good,Fatal,18,4,0,1,5,3,1,2,1.0,1,1,1,4,24,1847,0,6,2,0,2
Chandigarh,Chandigarh-55,2021,June,2021-06-17 17:17:00,22.96155614,79.00205673,National Highway,Damaged,Dark,Rainy,Signs,67,Male,15 yr,Valid,10,No,Truck,poor,Minor,17,3,0,1,4,5,4,1,1.0,0,1,5,1,4,770,1,5,0,2,0
Rajasthan,Bikaner,2018,September,2018-01-29 02:01:00,36.90060578,75.46461664,Village Road,Dry,Dark,Clear,Police Checkpost,68,Female,17 yr,No license,20,No,Two-Wheeler,good,Fatal,2,0,0,0,1,2,1,1,3.0,0,1,1,1,24,487,0,6,0,0,2
Haryana,Faridabad-5,2020,October,2020-10-23 00:43:00,23.02212286,79.00126546,State Highway,Dry,Daylight,Rainy,Signals,27,Male,4 months,Valid,17,Yes,Pedestrian,medium,Serious,0,4,0,0,4,4,1,3,1.0,1,5,3,1,9,1236,2,4,2,1,1
Manipur,North District-35,2023,December,2023-09-23 19:54:00,25.25082408,74.13434311,State Highway,Damaged,Daylight,Rainy,Police Checkpost,55,Female,3 months,Valid,41,Yes,Car,bad,Minor,19,5,1,1,4,4,4,2,1.0,1,5,5,2,17,2776,1,2,2,0,0
Nagaland,Central Port-26,2023,October,2023-09-01 05:54:00,18.97278422,78.95015247,State Highway,Wet,Dawn,Clear,Signs,50,Male,22 yr,Expired,37,Yes,Truck,bad,Minor,5,4,0,0,1,4,3,2,2.0,1,1,5,1,20,638,1,5,1,2,0
Chandigarh,South City-14,2018,December,2018-10-16 16:54:00,19.42352358,68.56416121,Urban Road,Wet,Dusk,Hazy,Signals,64,Male,18 yr,Valid,140,Yes,Car,poor,Minor,16,1,0,0,2,3,3,2,1.0,1,1,5,5,4,3560,1,2,3,1,0
Rajasthan,Alwar,2020,March,2020-02-24 21:28:00,29.02577884,74.03024349,Urban Road,Under Construction,Daylight,Clear,Signals,74,Male,3 yr,Valid,137,Yes,Bus,bad,Serious,21,0,0,0,1,3,5,1,1.0,1,2,5,5,24,222,2,1,2,1,1
Gujarat,Junagadh,2020,March,2020-03-28 08:09:00,20.22227917,73.30995802,Village Road,Damaged,Daylight,Foggy,Police Checkpost,33,Female,9 months,Valid,71,Yes,Cycle,bad,Serious,8,5,1,1,4,2,4,3,1.0,1,4,5,3,8,1904,2,3,2,0,1
Madhya Pradesh,Ujjain-11,2019,September,2019-09-06 20:41:00,23.01159689,79.01864413,Village Road,Wet,Daylight,Hazy,Signs,24,Male,1 yr,No license,36,No,Pedestrian,poor,Serious,20,4,0,0,2,2,3,3,3.0,0,3,5,1,15,3930,2,4,2,2,1
Uttar Pradesh,West City-5,2020,December,2020-07-13 07:11:00,25.17482693,80.48901186,Urban Road,Dry,Dawn,Rainy,Signs,19,Male,21 yr,Valid,54,No,Two-Wheeler,bad,Minor,7,0,0,1,4,3,1,4,1.0,0,1,5,2,29,4069,1,6,1,2,0
Tamil Nadu,North Port-11,2023,January,2023-07-22 13:40:00,8.33730418,80.27048228,State Highway,Dry,Dawn,Stormy,Signals,70,Male,9 months,Expired,114,Yes,Truck,poor,Serious,13,5,1,0,5,4,1,1,2.0,1,4,5,5,26,2800,2,5,1,1,1
Madhya Pradesh,Central District-14,2018,December,2018-07-22 00:06:00,26.02811745,75.45994671,Urban Road,Dry,Dawn,Rainy,Police Checkpost,68,Male,16 yr,No license,101,No,Bus,bad,Fatal,0,6,1,0,4,3,1,1,3.0,0,1,5,5,15,576,0,1,1,0,2
Himachal Pradesh,North Port-14,2022,July,2022-01-05 04:26:00,21.68145821,71.57694828,Village Road,Dry,Daylight,Clear,Police Checkpost,56,Female,22 yr,Valid,34,No,Truck,average,Fatal,4,2,0,0,1,2,1,2,1.0,0,1,3,1,10,2803,0,5,2,0,2
Puducherry,Puducherry-57,2020,April,2020-04-10 00:40:00,23.01340285,78.99862778,Village Road,Under Construction,Daylight,Hazy,Signs,27,Female,3 yr,Valid,53,No,Two-Wheeler,poor,Serious,0,4,0,0,2,2,5,3,1.0,0,2,5,2,22,3137,2,6,2,2,1
Gujarat,Surat,2022,February,2022-05-30 17:49:00,24.47815862,72.10584071,Village Road,Wet,Daylight,Rainy,Signs,58,Male,5 months,Expired,145,Yes,Car,bad,Minor,17,0,0,1,4,2,3,2,2.0,1,5,5,5,8,3782,1,2,2,2,0
Chandigarh,West Port-50,2018,February,2018-05-04 13:26:00,16.55127891,90.60910916,National Highway,Dry,Dawn,Foggy,Signs,40,Female,19 yr,Valid,89,Yes,Car,average,Fatal,13,4,0,0,4,5,1,3,1.0,1,1,3,4,4,4170,0,2,1,2,2
Goa,Panaji-105,2022,August,2022-08-10 14:37:00,23.02969835,79.00645647,Village Road,Under Construction,Dark,Rainy,Police Checkpost,37,Male,10 yr,No license,91,No,Truck,good,Fatal,14,2,0,0,4,2,5,3,3.0,0,1,1,4,7,2905,0,5,0,0,2
Andhra Pradesh,Warangal,2022,June,2022-07-11 20:58:00,14.47079855,79.26339921,State Highway,Wet,Dark,Hazy,Police Checkpost,38,Male,11 months,Valid,144,Yes,Pedestrian,average,Serious,20,0,0,0,2,4,3,3,1.0,1,4,3,5,0,4024,2,4,0,0,1
Tamil Nadu,New Town-37,2022,May,2022-11-19 10:56:00,9.17758367,79.59339255,Village Road,Dry,Dusk,Foggy,Police Checkpost,45,Male,20 yr,Expired,97,Yes,Two-Wheeler,medium,Minor,10,5,1,0,4,2,1,2,2.0,1,1,3,4,26,2647,1,6,3,0,0
Tripura,South District-16,2023,August,2023-05-24 16:38:00,20.47788744,90.35376919,Village Road,Dry,Daylight,Foggy,Signals,40,Female,28 yr,Valid,136,No,Bus,bad,Serious,16,2,0,0,4,2,1,3,1.0,0,1,5,5,28,3612,2,1,2,1,1
Chandigarh,Central District-34,2022,March,2022-02-27 15:58:00,15.97152872,68.50851193,Urban Road,Wet,Dawn,Stormy,Signals,72,Female,8 months,Valid,64,No,Bus,good,Minor,15,6,1,0,5,3,3,1,1.0,0,4,1,3,4,597,1,1,1,1,0
Odisha,Rourkela-4,2022,November,2022-11-05 23:03:00,22.96385683,78.96515376,Village Road,Dry,Daylight,Rainy,Signals,33,Male,15 yr,Expired,150,No,Car,good,Serious,23,5,1,0,4,2,1,3,2.0,0,1,1,5,21,3448,2,2,2,1,1
Rajasthan,Bikaner,2018,June,2018-10-25 00:57:00,31.01970091,76.96251971,State Highway,Damaged,Dark,Stormy,Police Checkpost,79,Female,28 yr,Valid,65,Yes,Two-Wheeler,poor,Serious,0,3,0,0,5,4,4,5,1.0,1,1,5,3,24,487,2,6,0,0,1
Maharashtra,Central District-19,2022,November,2022-12-18 04:51:00,17.71351954,74.50747003,Urban Road,Under Construction,Dark,Stormy,Police Checkpost,20,Male,18 yr,Expired,24,Yes,Cycle,medium,Minor,4,6,1,0,5,3,5,4,2.0,1,1,3,1,16,581,1,3,0,0,0
Tamil Nadu,Madurai-14,2019,October,2019-10-08 02:33:00,22.95422185,79.03273218,Village Road,Wet,Daylight,Rainy,Signs,54,Female,3 months,Valid,67,Yes,Two-Wheeler,poor,Serious,2,1,0,0,4,2,3,2,1.0,1,5,5,3,26,2189,2,6,2,2,1
Sikkim,South Port-40,2021,April,2021-02-01 06:45:00,24.25685918,69.52904098,Village Road,Dry,Dusk,Rainy,Police Checkpost,77,Female,4 months,Valid,97,Yes,Pedestrian,medium,Minor,6,0,0,0,4,2,1,5,1.0,1,5,3,4,25,3689,1,4,3,0,0
Uttar Pradesh,South District-28,2022,July,2022-12-10 18:37:00,27.624517,70.67362565,Village Road,Dry,Dark,Hazy,Signals,61,Male,11 months,Valid,106,Yes,Truck,average,Minor,18,5,1,1,2,2,1,2,1.0,1,4,3,5,29,3625,1,5,0,1,0
Haryana,Rohtak,2020,July,2020-01-24 04:14:00,27.63387988,76.97459999,Village Road,Wet,Dawn,Stormy,Police Checkpost,24,Male,2 yr,Valid,17,No,Truck,average,Minor,4,4,0,0,5,2,3,3,1.0,0,2,3,1,9,3430,1,5,1,0,0
Nagaland,Kohima-32,2019,January,2019-01-15 10:50:00,22.96526545,79.03450935,State Highway,Under Construction,Dark,Stormy,Signs,26,Female,1 yr,No license,49,Yes,Truck,poor,Fatal,10,1,0,0,5,4,5,3,3.0,1,3,5,2,20,1973,0,5,0,2,2
Maharashtra,Nagpur,2021,December,2021-04-11 19:19:00,20.50833918,76.58602775,Village Road,Dry,Dawn,Foggy,Police Checkpost,74,Female,9 months,Valid,23,No,Cycle,medium,Minor,19,6,1,1,4,2,1,1,1.0,0,4,3,1,16,2340,1,3,1,0,0
Jammu and Kashmir,Anantnag-20,2021,October,2021-10-21 11:52:00,33.76316942,76.62150427,Urban Road,Wet,Dark,Hazy,Signals,22,Male,4 months,Expired,62,Yes,Car,bad,Fatal,11,3,0,0,2,3,3,3,2.0,1,5,5,3,11,292,0,2,0,1,2
Andhra Pradesh,Nellore,2019,September,2019-06-20 04:02:00,13.69422919,84.48839208,Urban Road,Dry,Dusk,Hazy,Signals,53,Male,3 months,Expired,136,Yes,Bus,good,Serious,4,3,0,0,2,3,1,2,2.0,1,5,1,5,0,2415,2,1,3,1,1
Madhya Pradesh,Gwalior,2018,January,2018-09-20 01:51:00,20.47448349,74.8956642,Urban Road,Dry,Dawn,Stormy,Police Checkpost,52,Female,25 yr,Valid,89,Yes,Truck,poor,Serious,1,3,0,0,5,3,1,2,1.0,1,1,5,4,15,1376,2,5,1,0,1
Kerala,North District-49,2020,October,2020-09-14 05:40:00,32.09221421,87.82666949,Urban Road,Dry,Dusk,Hazy,Signs,63,Female,9 months,Valid,124,Yes,Car,medium,Fatal,5,0,0,0,2,3,1,2,1.0,1,4,3,5,14,2791,0,2,3,2,2
Andhra Pradesh,Hyderabad,2022,November,2022-07-10 03:18:00,14.34989723,84.65639693,National Highway,Damaged,Dusk,Clear,Signals,24,Female,11 months,Valid,143,Yes,Cycle,bad,Minor,3,6,1,0,1,5,4,3,1.0,1,4,5,5,0,1484,1,3,3,1,0
